,image_local_name,hashtags,deep_features,id,features
60,0c77fdc0-3ee7-4759-b95d-d307e40184e1.jpg,"['#mumsofinstagram', '#nutritionistapproved', '#legday', '#fitness', '#eat', '#diet', '#mobility', '#recipe', '#mum', '#strengthandconditioning', '#townsvillewomen', '#townsville', '#recipes', '#pilates', '#strength', '#didthat', '#pilatesinstructor', '#mumlife', '#food', '#crossfit']",[0.03741929 0.8826221  0.2618371  ... 0.         0.         0.        ],60,"[0.5176299214363098, 0.3433474600315094, 0.026781680062413216, 0.758671760559082, 0.19857372343540192, -0.1434001326560974, -0.3649389445781708, -0.19354602694511414, -0.041128478944301605, -0.1305983066558838]"
90,1b53d80c-e832-4358-9397-1a185b01240c.jpg,"['#instadaily', '#nature', '#photooftheday', '#fitness', '#instatravel', '#fashion', '#art', '#memes', '#photoshoot', '#naturelovers', '#amor', '#quotes', '#insta', '#mylove', '#menstyle', '#usa', '#travel', '#mensfashion', '#instagood', '#me', '#workout', '#motivation', '#makeupartist', '#holiday', '#love', '#instagram', '#photography', '#travelgram', '#men']",[0.04444109 0.3588894  0.4307512  ... 0.6784666  0.6348648  0.02131117],90,"[0.25613534450531006, 0.02525665983557701, 0.14067603647708893, -0.22771914303302765, 0.694195568561554, -0.13966038823127747, -0.14249448478221893, -0.18794475495815277, 0.9244329333305359, -0.06810566037893295]"
371,b9ec9326-a9ed-42ba-b2c8-006a56002d41.jpg,"['#desert', '#slovakia', '#nature', '#sand']",[0.43563268 0.         2.0796642  ... 0.00357929 0.         1.9939895 ],371,"[0.01648661307990551, 0.0010567635763436556, 0.06748577207326889, -0.18698813021183014, 0.18548056483268738, -0.09272192418575287, -0.13077659904956818, 0.022720376029610634, 0.1344331055879593, -0.23107030987739563]"
32,3d466cc2-ab2a-4e76-aa11-2342d38d6dda.jpg,"['#sportgirl', '#workout', '#lifestyle', '#fit', '#athlete', '#fitnessmodel', '#sport', '#fitnessgirl', '#fitness', '#healtylife']",[0.09636874 1.8438524  0.         ... 1.411963   0.73101616 0.22662771],32,"[0.5211458206176758, -0.06071234121918678, -0.03949766606092453, 0.2394884079694748, 0.3176100552082062, 0.055331628769636154, -0.1289844512939453, -0.2643824517726898, 0.1806773841381073, -0.023983897641301155]"
622,d9685d77-feab-4a7d-98c8-67a9ca60446b.jpg,"['#breakfast', '#food', '#gastropubag']",[0.12156515 0.         0.01391844 ... 3.2724159  0.22756957 0.        ],622,"[0.1753692775964737, 0.25272637605667114, 0.06366609036922455, 0.07987414300441742, 0.16103234887123108, 0.008966014720499516, -0.1666814684867859, -0.0151933953166008, 0.11498007923364639, -0.052910126745700836]"
630,fa7f55fc-082f-4caf-a8c7-c2a0ef0f2e83.jpg,"['#instafamily', '#food']",[0.00280439 0.41823998 0.23617862 ... 0.00149857 1.3189503  0.        ],630,"[0.14505194127559662, 0.17052195966243744, 0.08514177054166794, 0.021543674170970917, 0.12148983776569366, 0.018666112795472145, -0.05961454659700394, -0.00816371850669384, 0.16363538801670074, -0.00693003972992301]"
621,d0de714b-8162-497f-970e-b0d55dd6ae77.jpg,"['#yummy', '#kalorienz', '#seelachs', '#lunch', '#foodlover', '#food', '#fisch', '#gebraten', '#foodlove', '#salat', '#soulfoodbyoxi', '#gurkensalat', '#nomnom']",[0.696534   0.         0.         ... 0.00166904 1.1330669  0.02233414],621,"[0.17181135714054108, 0.656989574432373, 0.10060279816389084, 0.06885438412427902, 0.43947166204452515, 0.06394540518522263, -0.22131876647472382, 0.20263932645320892, -0.06327595561742783, -0.1166648119688034]"
382,5c89c3a5-2275-41ac-907b-887038c2b2a9.jpg,"['#liker', '#nature', '#selfie', '#beauty', '#model', '#explore', '#life', '#explorepage', '#loveyourself', '#sad', '#k', '#following', '#memes', '#cute', '#likeback', '#likesforlike', '#insta', '#viral', '#travel', '#lifestyle', '#photoshoot', '#happy', '#girl', '#music', '#india', '#yourself', '#lfl', '#photo', '#style', '#photographer']",[0.         0.24814995 0.14004889 ... 0.2117733  0.         0.524317  ],382,"[0.13789772987365723, -0.2784578204154968, 0.33973103761672974, 0.009793499484658241, 0.44698548316955566, -0.03574146330356598, -0.2773241400718689, -0.16221344470977783, 0.9922491908073425, -0.12587638199329376]"
75,4a2fe14b-cfeb-4b5f-974f-07b7ef72cf26.jpg,"['#stayfit', '#fittrwithsquats', '#fittr', '#navratri', '#festiveseason', '#fit', '#festivallife', '#fatlossjourney', '#fittrcoach', '#weightlossjourney', '#fitness', '#festival']",[0.         0.30208227 0.         ... 0.         0.3950915  1.9270923 ],75,"[0.4292241036891937, 0.006217756308615208, 0.02269219234585762, -0.02734418213367462, 0.56162428855896, 0.3254035413265228, 0.021784525364637375, -0.335677832365036, -0.007896720431745052, 0.02440863661468029]"
786,15711d49-44fc-4a99-a9cb-7c5ac700b5b1.jpg,"['#instagood', '#canon', '#igers', '#reportage', '#urbex', '#photoshop', '#happy', '#summer', '#color', '#lightandshadow', '#love', '#dark', '#badassery', '#style', '#girl', '#paris', '#picoftheday', '#galaxy', '#beach', '#photography', '#repost', '#photooftheday', '#photographer', '#urbexphotography', '#life', '#streetart', '#blue', '#tagsforlike', '#travel', '#architecture', '#urbexworld', '#japan', '#urbexfrance', '#instadaily', '#food', '#instalike', '#amazing', '#light', '#fashion', '#instagram', '#lightroom', '#photo', '#cat', '#tbt', '#black', '#astro', '#art', '#me', '#sunset', '#nature', '#photodujour', '#fr', '#france', '#cute']",[0.         0.7197162  0.22341163 ... 0.08549467 0.         1.9791118 ],786,"[0.47087427973747253, 0.09245680272579193, -0.3087855577468872, -0.382851779460907, 0.6076574921607971, -0.32997962832450867, 0.34094274044036865, 0.5825170874595642, 0.8920320868492126, -0.18794813752174377]"
469,ee678d91-88ac-4fc0-8142-793ea2639d0f.jpg,"['#mybabies', '#samiraaa', '#samira', '#joinus', '#huy', '#samirasschool', '#danseorientale', '#love', '#pink', '#liege', '#belgium', '#mygirls', '#vis', '#proudteacher', '#music', '#bellydance', '#babies', '#danceschool', '#happy']",[1.3044624  0.         0.78257644 ... 0.24959257 0.         2.5604    ],469,"[0.5956383347511292, -0.4204956591129303, 0.2712174952030182, 0.2144249528646469, -0.29023563861846924, 0.16771085560321808, -0.26959285140037537, 0.6369131207466125, 0.4307202100753784, -0.31609416007995605]"
640,d6cf4ca2-fbfe-4d57-8be9-f94b140cd4b6.jpg,"['#pastrylovers', '#pastry', '#mangocheese', '#oreo', '#mango', '#foodlover', '#mobilephotography', '#instafood', '#food', '#anybodycancookdishes', '#icecreampastry', '#foodphotography']",[0.6028977  0.         0.86803037 ... 0.40710366 0.         0.03055695],640,"[0.09360108524560928, 0.60846346616745, -0.05896546691656113, 0.063378244638443, 0.4414081871509552, -0.21046969294548035, -0.20575827360153198, 0.1712576001882553, 0.11055891215801239, -0.14587120711803436]"
221,f340ef14-ff62-40b6-a3f8-dd6fca70e962.jpg,"['#hindi', '#photography', '#ancientindia', '#shayari', '#humayuntomb', '#hindiwriting', '#hindipoetry', '#travel', '#writersofindia', '#indianphotographyworld']",[1.6631694  0.7260478  0.0394573  ... 0.         0.         0.01295309],221,"[0.22395847737789154, -0.29425951838493347, -0.02556471712887287, -0.042439382523298264, -0.14508400857448578, -0.1471344381570816, -0.437818318605423, -0.007666667923331261, 0.25974100828170776, -0.33145812153816223]"
662,bfe4926b-5ed2-4e76-9b29-dae0af541a2b.jpg,"['#ramen', '#photo', '#follow', '#foodie', '#followme', '#photography', '#followbuck', '#food', '#ootd', '#likeme', '#likebuck', '#like', '#sapporo', '#hokkaido']",[0.80782515 0.         0.         ... 0.         0.20830636 0.12081772],662,"[0.22528311610221863, 0.16538697481155396, 0.19647982716560364, 0.06567084789276123, 0.4056245982646942, -0.029084375128149986, -0.10380911082029343, 0.3410320580005646, 0.7212672233581543, -0.07309895753860474]"
782,5bdbc8bc-84f3-4618-806d-11a44696a947.jpg,"['#newartist', '#sunphotography', '#cyanotype', '#cyanotypes', '#cyanotypeprint', '#worldcyanotypeday', '#experimentalphotography', '#genova', '#prints', '#photography', '#tempuradesign', '#diy', '#alternativephotography', '#architecture', '#cyanotypeprocess', '#pica', '#printmaking', '#classicalarchitecture', '#fabriano', '#blueprint', '#sunphoto', '#monterosso', '#art', '#cyan', '#sunprint', '#cianotipia', '#traditionalarchitecture']",[0.         0.         0.         ... 0.         0.         0.46100792],782,"[0.333126425743103, -0.550744354724884, 0.2743060886859894, -0.42834585905075073, 0.09512633085250854, 0.7169738411903381, 0.3657839000225067, 0.4999033510684967, 0.3410117030143738, -0.5497847199440002]"
203,6b3b1bd3-c9d9-4899-99e6-c34c777795f1.jpg,"['#kapadokya', '#travelingram', '#travel', '#bucketlist', '#travelblog', '#adventure', '#hotairballoon', '#bestplace', '#travelpics', '#uchisar', '#instago', '#capadocia', '#travels', '#placetogo', '#goreme', '#traveler', '#turkey', '#lonelyplanet', '#loveturkey', '#cappadocia', '#kesfet', '#butterflyballoons', '#hotairballoons', '#tripadvisor', '#airballoon', '#balloonfestival', '#instagram']",[0.         0.18907635 0.         ... 0.12340513 0.         1.1758239 ],203,"[0.4742257297039032, 0.27844563126564026, -0.6449746489524841, -0.35504069924354553, -0.1073940321803093, -0.46178317070007324, -0.16529981791973114, 0.10916389524936676, 0.7509620189666748, 0.4628888964653015]"
265,7b6df5f3-7c26-4603-8704-21b741882b55.jpg,"['#travelblog', '#traveltheworld', '#worldtraveller', '#wearetravelgirls', '#traveltagged', '#travel']",[1.6413101  1.2699041  0.21921717 ... 1.7482088  0.37382618 0.        ],265,"[0.2708732485771179, 0.10965711623430252, -0.2567969560623169, -0.2644786536693573, 0.10931655764579773, -0.13688699901103973, -0.11955166608095169, -0.024200983345508575, 0.2315921038389206, -0.02620573528110981]"
835,37d06a24-cc7b-4f24-8a9f-b7c76c53e72d.jpg,"['#wildparkpeterundpaul', '#wildpark', '#tiere', '#naturelover', '#urlaub', '#moments', '#wald', '#stgallen', '#waldliebe', '#baum', '#swiss', '#holidays', '#schweiz', '#naturephotography', '#moment', '#waldspaziergang', '#animals', '#wildlife', '#forrest', '#beautiful', '#switzerland']",[0.6347752  0.38566506 2.4314158  ... 0.45450523 0.41252515 0.08984835],835,"[-0.5280832648277283, -0.12585583329200745, 0.21718519926071167, -0.15308167040348053, 0.18629305064678192, -0.8247866630554199, -0.12434251606464386, 0.15788021683692932, 0.2653937041759491, -0.4905955493450165]"
457,05a7933e-8ce7-49f0-95e9-c73a72ab10a1.jpg,"['#babymodelsearch', '#babiesbabiesbabies', '#babyblog', '#babyofinstagram', '#babiesoftheday', '#babies', '#babieswithstyle', '#babiesofinstagram', '#babyblogger', '#babyboy', '#babiesbloggers', '#baby', '#babyphotography']",[0.37879178 0.21180373 0.6574083  ... 1.3487872  0.         0.        ],457,"[-0.205876886844635, -0.27554580569267273, -0.17715252935886383, 0.5238305330276489, -0.3964170813560486, -0.32093945145606995, -0.32659921050071716, 0.3863777816295624, 0.18992577493190765, -0.1337941586971283]"
341,1bea0c2f-513e-48f4-806a-82b7a58c7d22.jpg,"['#myself', '#nature', '#fashion', '#beauty', '#instagram', '#selfie', '#instagood', '#model', '#picoftheday', '#portrait', '#photography', '#likeforlikes', '#art', '#me', '#follow', '#cute', '#photooftheday', '#modeling', '#photoshoot', '#happy', '#bhfyp', '#like', '#girl', '#smile', '#style', '#photo', '#beautiful', '#photographer', '#love']",[0.6256142  0.42777064 0.9419302  ... 0.6659398  0.         0.4847546 ],341,"[0.14933659136295319, -0.14269107580184937, 0.19554297626018524, -0.022813227027654648, 0.2960549592971802, -0.15643134713172913, -0.04230627417564392, 0.1758740246295929, 0.9244287014007568, -0.16374249756336212]"
712,7ab08bda-eb04-4175-86b3-22a6e0d074e0.jpg,"['#pareid', '#lightingdesign', '#architecture', '#installation', '#sondamusic', '#archdaily', '#designboom', '#lightinstallation']",[1.8787003 0.        0.        ... 0.        0.        0.       ],712,"[0.1685469150543213, 0.19626924395561218, 0.08476441353559494, -0.014165649190545082, -0.23083269596099854, 0.0527455098927021, 0.3131885528564453, -0.013811541721224785, 0.23496253788471222, -0.18682575225830078]"
433,883beb2d-99bd-4249-8cc7-e549601bd9da.jpg,"['#gainingweightiscool', '#ballpythonsnorthernireland', '#yellowbellymorph', '#cinnamonmorph', '#watchthemgrow', '#babies', '#pythonregius', '#kintias', '#pewterballpython', '#cinnamonyellowbellyballpython', '#bettertogether', '#ballpythonmorphs', '#pewter', '#python', '#pastelmorph']",[0.         0.03615524 0.         ... 0.         0.02833784 0.72602844],433,"[-0.39389777183532715, -0.1048448234796524, 0.5227676033973694, 0.31207048892974854, 0.003246909473091364, -0.5093181133270264, -0.008185764774680138, 0.3993808627128601, 0.11788307130336761, 0.09407292306423187]"
414,4f7ef65f-fa10-473a-908e-fed09325079f.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#mom', '#photography', '#follow', '#instababy', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[1.3341463  0.04858267 0.19453476 ... 0.01719118 0.18552521 0.        ],414,"[-0.012903358787298203, -0.3276461362838745, -0.07342289388179779, 0.34069085121154785, -0.2955402433872223, -0.19693876802921295, -0.4295787811279297, 0.4197860360145569, 0.5725767612457275, -0.20788554847240448]"
724,d0d71427-0a57-4cb2-909d-a1357882ed59.jpg,"['#tasar', '#icmimarlik', '#architecture', '#mobilyatasar', '#ke', '#kesfet', '#panelduvar', '#ozelmobilyatasarimi', '#mimarlik', '#mobilyatasarimi', '#interior', '#duvarkaplama', '#i', '#tasarim']",[0.         0.         0.8067308  ... 0.35675156 0.         0.7995305 ],724,"[0.15900497138500214, -0.04151866212487221, -0.16103091835975647, -0.09500543028116226, -0.4527895748615265, -0.004562797956168652, 0.32678547501564026, -0.28570398688316345, 0.6476213335990906, -0.0011891728499904275]"
608,2ea62e34-dd44-4ca3-8aa4-b54ca072e909.jpg,"['#srilankadaily', '#colomborestaurant', '#srilankarestaurant', '#srilankafood', '#instafood', '#colombofoodie', '#foodgram', '#foodpics', '#foodie', '#colombolife', '#colombo', '#lka', '#srilankatoday', '#srilanka', '#cafesofcolombo', '#foodpic', '#dinner', '#breakfast', '#lunch', '#food', '#colombocafe', '#travelsrilanka']",[0.         0.01473959 0.         ... 0.         0.         0.33838454],608,"[0.05838846042752266, 0.9454845190048218, -0.16036993265151978, 0.0703994408249855, 0.3275623619556427, -0.050622664391994476, -0.4694758951663971, -0.050915949046611786, -0.025060204789042473, -0.02228604257106781]"
859,b7f3ef1b-d28c-406b-b5fa-074dda4a18da.jpg,"['#welfare', '#animals', '#worldanimalwelfareday', '#careforpets', '#saveanimals']",[0.22970924 0.         0.         ... 0.42212954 0.         0.05670566],859,"[-0.0049696145579218864, -0.16715100407600403, 0.013164122588932514, -0.1036262959241867, -0.10162942856550217, -0.08500273525714874, -0.20107416808605194, 0.19927878677845, 0.08574043959379196, -0.17589984834194183]"
899,96a16c96-20f8-4a07-bd10-dcd4a5c3f1e3.jpg,"['#animalpolis', '#wildliferefuge', '#africa', '#igs', '#wildlifetrust', '#wildlifeowners', '#animalsaddict', '#wildlifesafari', '#wildlifeprotection', '#wildlifeartist', '#igswildlife', '#ig', '#wildlifeplanet', '#instaanimal', '#majestic', '#wildlifeconservation', '#naturephotography', '#animalsofinstagram', '#wildlifephotography', '#wildlifeonearth', '#wildliferehab', '#animals', '#wildlife', '#global', '#wildlifeofaustralia', '#conservation', '#wildlifephotos']",[0.        0.        1.9002602 ... 0.        0.        1.1141267],899,"[-0.09199081361293793, -0.31332647800445557, -0.7251625061035156, -0.429899662733078, 0.1393316686153412, -0.7426247596740723, -0.05274578928947449, 0.6326891779899597, 0.08826971054077148, 0.006257754750549793]"
751,4ed3359b-7807-4cde-9412-ffccec1141e1.jpg,"['#stonemason', '#newbuild', '#flintwor', '#architecture', '#slowprogress', '#slate', '#weave', '#woodshed', '#stonemasonry', '#tweed', '#stone', '#herringbone']",[0.01117291 3.2491102  0.08749481 ... 0.6398808  1.0141575  0.        ],751,"[0.2662025988101959, -0.09385260194540024, -0.1401703953742981, -0.045426055788993835, -0.25364336371421814, 0.31335216760635376, 0.40671104192733765, 0.2820865511894226, 0.10913417488336563, -0.3990785777568817]"
801,5259dd9c-7003-4507-9723-08583a6b6b68.jpg,"['#pet', '#reptilesofinstagram', '#nature', '#boa', '#ballpythonsofinstagram', '#snakesofinstagram', '#ballpythonmorphs', '#ballpythons', '#snakelover', '#python', '#reptile', '#reptiles', '#ballpython', '#art', '#snakes', '#serpent', '#reptilelover', '#exoticpets', '#royalpython', '#animals', '#wildlife', '#herpetology', '#snake', '#cornsnake', '#snakesofig', '#petsofinstagram', '#reptilekeeper', '#pets', '#animal', '#bhfyp']",[0.         0.         0.         ... 0.03678345 0.         0.        ],801,"[-0.1495189219713211, -0.6275807619094849, 0.5343846678733826, -0.04734451696276665, 0.1917496621608734, -0.6762135624885559, -0.0038765897043049335, 0.812087893486023, 0.35954350233078003, 0.108677439391613]"
943,9f720960-a2b2-4b69-9c2a-bebb73d8891d.jpg,"['#flowers', '#likesforlike', '#liketime', '#like', '#love']",[0.06928049 0.00524731 0.         ... 0.09527878 0.         0.        ],943,"[0.047137483954429626, -0.16575850546360016, -0.028260482475161552, 0.014312025159597397, 0.21974311769008636, -0.07778000086545944, -0.14302141964435577, -0.03207387402653694, 0.5995825529098511, -0.0776873528957367]"
953,dd04bcf4-30ac-4253-9c1e-dd33bf92f8b9.jpg,"['#staysafe', '#onlineshopping', '#instagood', '#fashionblogger', '#instafashion', '#fashionista', '#dresses', '#longkurthi', '#fashionstyle', '#followme', '#beauty', '#women', '#outfit', '#blouse', '#umapathysareewear', '#beautiful', '#shopping', '#love', '#wedding', '#dressmurah', '#model', '#gown', '#like', '#tamil']",[0.88265264 0.5364543  0.21735913 ... 0.         0.         0.        ],953,"[-0.00996522605419159, -0.37874436378479004, -0.18626579642295837, 0.30384090542793274, 0.6071510314941406, 0.08266735076904297, 0.24453973770141602, 0.36891669034957886, 0.7296717166900635, -0.15379539132118225]"
334,534d3e50-6145-45fb-96fb-a4b985bdd4ad.jpg,"['#instalikes', '#landscape', '#sunset', '#naturephotography', '#instapic', '#nature', '#smile', '#naturelover', '#picoftheday', '#positivevibes', '#instagood', '#style', '#nadturebeauty', '#life', '#sky', '#love', '#summer']",[0.         0.17983374 0.         ... 0.         0.         1.4338669 ],334,"[0.3293931186199188, -0.006057567894458771, 0.10935363918542862, -0.30314740538597107, 0.3063760995864868, -0.20504316687583923, -0.06958252936601639, 0.0838981345295906, 0.8491994738578796, -0.18646149337291718]"
978,1c961c0d-02b4-47b3-a3c0-cee794bf9728.jpg,"['#weddingdream', '#wedding', '#bride', '#weddingplanner', '#weddings', '#montenegrobeauty', '#weddingideas']",[0.35395762 1.5785153  0.94420123 ... 0.09190046 0.5400503  0.6483834 ],978,"[-0.24290230870246887, -0.04535209387540817, -0.2859458923339844, 0.11630108952522278, 0.22282493114471436, 0.39451590180397034, -0.06568555533885956, 0.0825141966342926, 0.1514812707901001, -0.08451106399297714]"
200,2c338eab-ed00-46d5-ae34-c7480cd95daa.jpg,"['#architecturelovers', '#architecturestudent', '#architecturephotography', '#myswitzerland', '#travel', '#archdaily', '#inlovewithswitzerland', '#Lausanne', '#Switzerland', '#schweiz', '#thelausanner', '#photooftheday', '#architecturedesign', '#igerslausanne', '#archidit', '#visitswitzerland', '#archilovers', '#instagood', '#architectura', '#HelloFrom', '#architects', '#mylausanne']",[0.62085253 0.30889186 0.24352545 ... 1.0798466  0.         0.07153609],200,"[0.31936272978782654, 0.2822135090827942, 0.2786827087402344, 0.08457360416650772, -0.4919392168521881, -0.5369325876235962, 0.03725196793675423, 0.15195077657699585, 0.5975489616394043, -0.566400408744812]"
680,0dfecc5c-e811-446e-8fd4-e3c0cdd1b169.jpg,"['#wok', '#liketime', '#food', '#rolls', '#tambov', '#kotovsk', '#sushi']",[0.         0.02338606 0.         ... 0.20585284 0.         0.23506239],680,"[0.17200221121311188, 0.21931861340999603, 0.22059772908687592, 0.0969359502196312, 0.3041059374809265, -0.18111921846866608, -0.00904238224029541, -0.1465001404285431, 0.237239271402359, -0.0488455630838871]"
272,c2194494-b3b3-48ee-b8dd-0bd870df1888.jpg,"['#nature', '#Pentax', '#Tamron', '#birdwatching', '#Turkey', '#birdlife', '#bird', '#turtledove', '#Streptopelia', '#travelpics', '#Spilopelia', '#travel', '#animals', '#shootpentax', '#Antalya']","[0.0000000e+00 0.0000000e+00 2.9845099e+00 ... 6.3153230e-02 1.4053917e-03
 0.0000000e+00]",272,"[0.10013216733932495, -0.0979778990149498, -0.34056583046913147, -0.2303917109966278, 0.056656960397958755, -0.7550095319747925, -0.405147522687912, 0.24659055471420288, 0.09055878221988678, -0.1480301022529602]"
145,ca3b99be-b1ba-46b4-951b-fc3d67c88019.jpg,"['#photooftheday', '#like', '#beautiful', '#instalike', '#beverlyhills', '#single', '#instagood', '#family', '#artwork', '#musiclover', '#follow', '#fashion', '#art', '#followme', '#friends', '#tbt', '#goodvibes', '#lifestylestyle', '#instadaily', '#smile', '#selfie', '#fun', '#picoftheday', '#hollywood', '#intags', '#love', '#lifestyle']",[0.8546115  0.9158037  0.0307995  ... 0.         0.29098657 0.8329222 ],145,"[0.35726654529571533, -0.13941968977451324, 0.2160920649766922, -0.10602714866399765, 0.1436769962310791, 0.10837773233652115, -0.11809707432985306, 0.11397351324558258, 1.0080806016921997, 0.007201147265732288]"
515,a5b67f93-5a90-47bf-8bd7-103ecd95329a.jpg,"['#nissan', '#honda', '#supra', '#fastandfurious', '#vtec', '#turbo', '#civic', '#subaru', '#jdm', '#santapodraceway', '#mazda', '#evo', '#vauxhallowners', '#jdmcars', '#santapod', '#nissanskyline', '#rs', '#jdmculture', '#carporn', '#jdmgram', '#toyota', '#carsofinstagram', '#cars', '#stance', '#gtr', '#drift', '#jdmnation', '#jdmlifestyle']",[0.         0.         0.93283737 ... 0.22633868 0.         0.22709797],515,"[0.098690927028656, -0.4394499361515045, 0.3031695485115051, 0.18133564293384552, 0.26517534255981445, -0.9106873273849487, 0.029896903783082962, -0.20347943902015686, -0.37832385301589966, -0.3714236915111542]"
735,b2a41e8f-19a1-4db7-8109-9f3c2dec8615.jpg,"['#travel', '#italia', '#italytravel', '#architecture', '#colosseum', '#sky', '#travelgram', '#italy', '#streetphotography', '#travelphotography', '#landscape', '#rome']",[0.         0.         0.84082824 ... 0.0806331  0.         0.        ],735,"[0.3253124952316284, 0.3373057544231415, -0.027583621442317963, -0.3518308997154236, 0.16615131497383118, -0.37114331126213074, 0.11677031964063644, 0.13552223145961761, 0.434727281332016, -0.25981438159942627]"
376,c864486d-e2ee-4a51-b308-4821c15a6289.jpg,"['#travelphotography', '#naturephotography', '#nature', '#hiking', '#instagram', '#wanderlust', '#instagood', '#picoftheday', '#photography', '#explore', '#sky', '#summer', '#art', '#naturelovers', '#travelgram', '#sunset', '#clouds', '#travel', '#photooftheday', '#adventure', '#bhfyp', '#mountains', '#sea', '#landscape', '#landscapephotography', '#photo', '#beautiful', '#photographer', '#ig', '#love']",[0.09871516 1.3941864  0.         ... 1.2465873  0.         0.08091556],376,"[0.14539465308189392, 0.05549570545554161, -0.25266629457473755, -0.3725789487361908, 0.2532256841659546, -0.3670780062675476, -0.1970510333776474, 0.058988846838474274, 0.7682014107704163, -0.26412510871887207]"
940,e6580111-abaa-410a-8fb7-b2dbd59c49e6.jpg,"['#indonesiawedding', '#wedding', '#bridestory', '#weddinginspiration', '#wedphotoinspiration', '#weddingpalembang', '#bridetobe', '#perfectcouple', '#weddingdress', '#weddingphotoinspirations', '#palembangwedding', '#thebridestory', '#weddingphotography']",[0.22408138 0.         0.30318543 ... 0.3774076  0.         0.        ],940,"[-0.37611714005470276, -0.07601477950811386, -0.29048511385917664, 0.15416058897972107, 0.4589235186576843, 0.3761170208454132, 0.24245892465114594, 0.14216215908527374, 0.08824815601110458, -0.13616786897182465]"
254,ece8bee0-5b0f-4f1a-b6cb-00b202b825ab.jpg,"['#people', '#history', '#tourists', '#architecture', '#travel', '#spain']",[0.07662738 0.05721392 0.31418735 ... 0.59555626 0.         0.09201109],254,"[0.26137176156044006, 0.1090366393327713, -0.10399044305086136, -0.13896094262599945, 0.04035614803433418, -0.03637268766760826, 0.0656767264008522, 0.038355737924575806, 0.3407098352909088, -0.3842974007129669]"
56,092bef33-ae2f-4428-a033-bcdb7ff6c1ca.jpg,"['#padelfun', '#padelitaliano', '#worldpadeltour', '#padelmania', '#padelinstagram', '#fitness', '#padelmasculino', '#lovepadel', '#padeleros', '#instapadel', '#padelpeople', '#welovepadel', '#padeltime', '#padelgermany', '#padeladdict', '#deporte', '#sport', '#padellovers', '#padeltennis', '#padelgood', '#wpt', '#padel', '#padelamateur', '#padelon']",[0.         0.         0.         ... 0.03349266 0.         0.        ],56,"[0.1916428804397583, 0.32848843932151794, 0.47454962134361267, 0.42288440465927124, -0.006061773747205734, -0.347860187292099, -0.10918545722961426, -0.8209124207496643, 0.3066587448120117, 0.3796435296535492]"
378,dede83cd-6cb7-4e69-9437-d01025f5f6b6.jpg,"['#photography', '#focus', '#tree', '#treephotography', '#naturephotography', '#green', '#photooftheday', '#nature', '#pine', '#trees', '#brown', '#pinetrees', '#color', '#moutain', '#moutainhike', '#naturelovers', '#bulgaria']",[0.         2.4647028  0.1761066  ... 0.50762296 0.07430183 0.01818974],378,"[-0.09544013440608978, 0.10397303104400635, -0.017801638692617416, -0.3591747283935547, 0.3755074143409729, -0.4506867527961731, -0.35475385189056396, -0.2371605634689331, 0.4466512203216553, -0.31952789425849915]"
109,83aaa04e-8468-4757-b6d9-3562df4bdc93.jpg,"['#photooftheday', '#like', '#nature', '#beautiful', '#summer', '#girl', '#instalike', '#instagood', '#fitness', '#cute', '#follow', '#fashion', '#art', '#followme', '#instagram', '#friends', '#food', '#plcoftheday', '#tbt', '#me', '#photography', '#instadaily', '#travel', '#happy', '#selfie', '#fun', '#beauty', '#repost', '#style', '#love']",[0.5209719  0.25336236 1.1721946  ... 0.         0.         0.        ],109,"[0.35676082968711853, -0.06205732002854347, 0.18520909547805786, -0.08696287870407104, 0.31352534890174866, 0.019579974934458733, -0.1519004851579666, 0.1933940052986145, 0.8979170918464661, -0.10655388236045837]"
639,6c26900b-3c66-444d-ad66-2775e171202b.jpg,"['#bordeauxmaville', '#produitsfrais', '#mypizza', '#homemade', '#artisanale', '#pizzagram', '#pizzalover', '#delicious', '#pornfood', '#pizzatime', '#pizza', '#food', '#picoftheday', '#france', '#bordeaux', '#cauderan', '#streetfood', '#takeaway']",[0.25596562 0.08618904 0.         ... 1.7221621  0.09566965 1.280024  ],639,"[0.2373712658882141, 0.7613611817359924, -0.08204995095729828, 0.06294799596071243, 0.5422254800796509, -0.15250593423843384, 0.0007236811798065901, 0.502768874168396, 0.15769265592098236, -0.14052128791809082]"
213,52cec9b7-a459-4ce0-a905-8a717aa406db.jpg,"['#sunrisebythewindow', '#trainquotidien', '#stif', '#trainspotting', '#travel', '#sunrise', '#parlafenetredutrain', '#bythewindowofthetrain', '#tgv', '#reflection', '#transilien', '#sncf', '#railway', '#train', '#trains', '#trainstagram', '#bythewindow', '#sunrisepics', '#reflets', '#sunrisedutrain']",[0.        1.6001092 0.        ... 2.23007   0.        0.4039251],213,"[0.6586517691612244, -0.09756701439619064, -0.3869800567626953, -0.014355355873703957, 0.6347455978393555, -0.5302732586860657, 0.2229357808828354, 0.28199881315231323, -0.1957869529724121, -0.04111883044242859]"
